instrument_token,tradingsymbol,name,exchange
4923649,AARTISURF,AARTI SURFACTANTS,NSE
4923905,LAURUSLABS,LAURUS LABS,NSE
4924161,IMFA,INDIAN METALS & FERRO,NSE
4924673,MONIFTY500,MOTILALAMC - MONIFTY500,NSE
4928769,ARABIAN-SM,ARABIAN PETROLEUM,NSE
4929793,CHOLAFIN-D1,,NSE
4931841,BLISSGVS,BLISS GVS PHARMA,NSE
4932353,EFACTOR-SM,E FACTOR EXPERIENCES,NSE
4934913,EMAMIREAL,EMAMI REALTY,NSE
4935425,THEJO,THEJO ENGINEERING,NSE
4937985,MOM50,MOTILAL OSWAL M50 ETF,NSE
4939265,KONTOR-ST,KONTOR SPACE,NSE
4939777,TERASOFT-BE,TERA SOFTWARE,NSE
4940545,ITDC,INDIA TOUR. DEV. CO.,NSE
4940801,VISHNUINFR-SM,VISHNUSURYA PROJ N INFR L,NSE
4946433,HISARMETAL,HISAR METAL IND.,NSE
4954113,PROLIFE-SM,PROLIFE INDUSTRIES,NSE
4955137,GOYALSALT-SM,GOYAL SALT,NSE
4958209,CANARYS-SM,CANARYS AUTOMATIONS,NSE
4960001,SPCENET-BE,SPACENET ENTERS IND,NSE
4966657,BOROLTD,BOROSIL,NSE
4968961,ROSSARI,ROSSARI BIOTECH,NSE
4974849,OLIL-ST,ONECLICK LOGISTICS IND L,NSE
4976129,AHLEAST,ASIAN HOTELS (EAST),NSE
4976641,SICALLOG-BE,SICAL LOGISTICS,NSE
4978433,CAPTRUST,CAPITAL TRUST,NSE
4980737,SGBSEP31II-GB,2.50%GOLDBONDS2031SR-II,NSE
4981249,PLAZACABLE,PLAZA WIRES,NSE
4983809,KARNIKA-ST,KARNIKA INDUSTRIES,NSE
4984065,SCML-SM,SHARP CHUCKS N MACHINES L,NSE
4986881,762GJ28-SG,SDL GJ 7.62% 2028,NSE
4987137,77GA33-SG,SDL GA 7.7% 2033,NSE
4987393,771UK33-SG,SDL UK 7.71% 2033,NSE
4987649,775SK33A-SG,SDL SK 7.75% 2033,NSE
4987905,77UP34-SG,SDL UP 7.7% 2034,NSE
4988161,769UP35A-SG,SDL UP 7.69% 2035,NSE
4988417,775PN36-SG,SDL PN 7.75% 2036,NSE
4988673,767AP38-SG,SDL AP 7.67% 2038,NSE
4988929,762TN53-SG,SDL TN 7.62% 2053,NSE
4989953,PLADAINFO-SM,PLADA INFOTECH SERVICES L,NSE
4990977,SECMARK,SECMARK CONSULTANCY,NSE
4992769,TICL-BE,TWAMEV CONS AND INFRA,NSE
4996097,COMMITTED-ST,COMMITTED CARGO CARE,NSE
4996353,772ML31-SG,SDL ML 7.72% 2031,NSE
4996609,762RJ43-SG,SDL RJ 7.62% 2043,NSE
4996865,762HP43-SG,SDL HP 7.62% 2043,NSE
4997121,764WB43-SG,SDL WB 7.64% 2043,NSE
4997377,756JK53-SG,SDL JK 7.56% 2053,NSE
4997633,77BR31-SG,SDL BR 7.7% 2031,NSE
4997889,764KA32-SG,SDL KA 7.64% 2032,NSE
4998145,765TN33A-SG,SDL TN 7.65% 2033,NSE
4998401,IITL,INDUSTRIAL INV TRUST,NSE
4998657,767AS33B-SG,SDL AS 7.67% 2033,NSE
4998913,767GA33-SG,SDL GA 7.67% 2033,NSE
4999937,BAJAJCON,BAJAJ CONSUMER CARE,NSE
5000193,768UP34-SG,SDL UP 7.68% 2034,NSE
5000449,766HR35-SG,SDL HR 7.66% 2035,NSE
5001729,766AP37-SG,SDL AP 7.66% 2037,NSE
5001985,772MZ38-SG,SDL MZ 7.72% 2038,NSE
5003009,HDFCGOLD,HDFC GOLD ETF,NSE
5004801,765TS39-SG,SDL TS 7.65% 2039,NSE
5005313,761AP43-SG,SDL AP 7.61% 2043,NSE
5006337,BHANDARI,BHANDARI HOSIERY EXP,NSE
5008897,737GS2028-GS,GOI LOAN  7.37% 2028,NSE
5011969,UGARSUGAR,THE UGAR SUGAR WORKS,NSE
5012225,ARVINDPORT-SM,ARVIND PORT AND INFRA,NSE
5013761,BSE,BSE,NSE
5016833,IRMENERGY,IRM ENERGY,NSE
5017345,PRAKASHSTL,PRAKASH STEELAGE,NSE
5019137,77KA34-SG,SDL KA 7.7% 2034,NSE
5019905,772TS35-SG,SDL TS 7.72% 2035,NSE
5020417,773MN35-SG,SDL MN 7.73% 2035,NSE
5021185,768TN30-SG,SDL TN 7.68% 2030,NSE
5021441,769KA33-SG,SDL KA 7.69% 2033,NSE
5021697,77UP33-SG,SDL UP 7.7% 2033,NSE
5021953,771RJ33-SG,SDL RJ 7.71% 2033,NSE
5022209,772TN33-SG,SDL TN 7.72% 2033,NSE
5022465,768MP34-SG,SDL MP 7.68% 2034,NSE
5022721,772AP36-SG,SDL AP 7.72% 2036,NSE
5022977,766AP42-SG,SDL AP 7.66% 2042,NSE
5023233,766TN43-SG,SDL TN 7.66% 2043,NSE
5023489,76JK53-SG,SDL JK 7.6% 2053,NSE
5024513,WOMANCART-SM,WOMANCART,NSE
5025537,PRICOLLTD,PRICOL,NSE
5026049,ITETF,MIRAEAMC - ITETF,NSE
5027841,ALPHAETF,MIRAEAMC - ALPHAETF,NSE
5029377,MAXESTATES,MAX ESTATES,NSE
5031169,KALYANI-BE,KALYANI COMMERCIALS,NSE
5035521,COMPINFO-BZ,COMPUAGE INFOCOM,NSE
5036033,PODDARHOUS-BZ,PODDAR HOUSE & DVPT,NSE
5036801,GAYAPROJ-BZ,GAYATRI PROJECTS,NSE
5037057,CMICABLES-BZ,CMI,NSE
5037313,ANSALAPI-BZ,ANSAL PROP & INFRA,NSE
5037825,GOLDIETF,ICICI PRUDENTIAL GOLD ETF,NSE
5038337,RCDL-SM,RAJGOR CASTOR DERIVATI L,NSE
5039361,733GS2026-GS,GOI LOAN  7.33% 2026,NSE
5039617,BLUEJET,BLUE JET HEALTHCARE,NSE
5041921,JITFINFRA-BE,JITF INFRALOGISTICS,NSE
5042689,HMT-BZ,HMT -,NSE
5043969,ONDOOR-ST,ON DOOR CONCEPTS,NSE
5044481,LIQUIDSBI,SBIAMC - LIQUIDSBI,NSE
5047297,773RJ33-SG,SDL RJ 7.73% 2033,NSE
5047553,773GA33-SG,SDL GA 7.73% 2033,NSE
5048321,777PN33-SG,SDL PN 7.77% 2033,NSE
5048577,773KA35-SG,SDL KA 7.73% 2035,NSE
5048833,775HR35-SG,SDL HR 7.75% 2035,NSE
5049089,773KA36-SG,SDL KA 7.73% 2036,NSE
5049345,774AP36-SG,SDL AP 7.74% 2036,NSE
5049601,775TS37-SG,SDL TS 7.75% 2037,NSE
5049857,776AP37-SG,SDL AP 7.76% 2037,NSE
5050113,776MP37-SG,SDL MP 7.76% 2037,NSE
5050369,774RJ39-SG,SDL RJ 7.74% 2039,NSE
5050625,772AP41-SG,SDL AP 7.72% 2041,NSE
5050881,77AP43-SG,SDL AP 7.7% 2043,NSE
5051137,GPPL,GUJARAT PIPAVAV PORT,NSE
5051393,77RJ43-SG,SDL RJ 7.7% 2043,NSE
5051649,767TS45-SG,SDL TS 7.67% 2045,NSE
5052673,766KL46-SG,SDL KL 7.66% 2046,NSE
5053441,765RJ48-SG,SDL RJ 7.65% 2048,NSE
5053953,763JK53-SG,SDL JK 7.63% 2053,NSE
5054721,768TN30A-SG,SDL TN 7.68% 2030,NSE
5054977,773CG31-SG,SDL CG 7.73% 2031,NSE
5055233,778BR31-SG,SDL BR 7.78% 2031,NSE
5055489,771UP33-SG,SDL UP 7.71% 2033,NSE
5057281,SHANTHALA-ST,SHANTHALA FMCG PRODUCTS L,NSE
5057537,925SCL25-N5,,NSE
5058049,940SCL26-N6,,NSE
5058561,990SCL26-N7,,NSE
5058817,ADFFOODS,ADF FOODS,NSE
5059329,902SCL26-N8,,NSE
5060609,948SCL26-N9,,NSE
5061121,SCL26-NA,,NSE
5061633,SCLZC26C-NB,,NSE
5062145,888SCL25D-NC,,NSE
5062657,980SCL33C-ND,,NSE
5064193,PARAGON-ST,PARAGON FINE S.C.,NSE
5064449,MUFIN,MUFIN GREEN FINANCE,NSE
5067521,CELLO,CELLO WORLD,NSE
5068801,WELINV,WELSPUN INV & COMM,NSE
5069057,TRANSTEEL-SM,TRANSTEEL SEATING TECH L,NSE
5070849,746GS2073-GS,GOI LOAN  7.46% 2073,NSE
5071105,MAITREYA-SM,MAITREYA MEDICARE,NSE
5072129,HONASA,HONASA CONSUMER - MAMAEARTH,NSE
5074177,9PEL25-N0,,NSE
5075969,905PEL26-N1,,NSE
5082369,920PEL28-N2,,NSE
5084417,935PEL33-N3,,NSE
5084929,SARTELE-SM,SAR TELEVENTURE,NSE
5085953,AMNPLST,AMINES & PLASTICIZERS,NSE
5088257,LGHL,LAXMI GOLDORNA HOUSE,NSE
5088513,RADIOCITY,MUSIC BROADCAST,NSE
5088769,ESAFSFB,ESAF SMALL FINANCE BANK L,NSE
5091073,MICROPRO-SM,MICROPRO SOFTWARE SOL L,NSE
5092097,773UP33A-SG,SDL UP 7.73% 2033,NSE
5092353,774AS33-SG,SDL AS 7.74% 2033,NSE
5094145,77MH34-SG,SDL MH 7.7% 2034,NSE
5094401,772UP34-SG,SDL UP 7.72% 2034,NSE
5094657,772HR35-SG,SDL HR 7.72% 2035,NSE
5094913,772TS36-SG,SDL TS 7.72% 2036,NSE
5095169,775RJ36-SG,SDL RJ 7.75% 2036,NSE
5095425,773BR38-SG,SDL BR 7.73% 2038,NSE
5095681,779WB40-SG,SDL WB 7.79% 2040,NSE
5095937,759RJ46-SG,SDL RJ 7.59% 2046,NSE
5096193,758JK50-SG,SDL JK 7.58% 2050,NSE
5096449,765TN30-SG,SDL TN 7.65% 2030,NSE
5096705,77KA33-SG,SDL KA 7.7% 2033,NSE
5096961,77GA33A-SG,SDL GA 7.7% 2033,NSE
5097217,771MH33-SG,SDL MH 7.71% 2033,NSE
5097473,772RJ33-SG,SDL RJ 7.72% 2033,NSE
5097729,DMART,AVENUE SUPERMARTS,NSE
5100545,812REC27-NI,,NSE
5101057,743REC35-NH,,NSE
5101569,764HUDCO31-N8,,NSE
5102081,769HUDCO31-N9,,NSE
5102337,ORISSAMINE,ORISSA MIN DEV CO,NSE
5102849,EGOLD,EDELAMC - EGOLD,NSE
5103873,KILITCH,KILITCH DRUGS INDIA,NSE
5105409,DEEPAKNTR,DEEPAK NITRITE,NSE
5105921,925SCL25Z-NE,,NSE
5107457,965SCL25A-NF,,NSE
5108993,888SCL25-NG,,NSE
5110785,851HUDCO28-NB,,NSE
5111297,858HUDCO29-NC,,NSE
5111809,876HUDCO28-ND,,NSE
5112321,901HUDCO34-NE,,NSE
5112833,735PFCL35-N1,,NSE
5113345,736PFCL28-N2,,NSE
5113857,760PFCL35-N3,,NSE
5118209,925SCL25A-NH,,NSE
5124097,714BR30-SG,SDL BR 7.14% 2030,NSE
5124353,72KA31-SG,SDL KA 7.2% 2031,NSE
5124609,71JK30-SG,SDL JK 7.1% 2030,NSE
5124865,714AP34-SG,SDL AP 7.14% 2034,NSE
5125121,718AP33-SG,SDL AP 7.18% 2033,NSE
5125633,830PFCL27-N5,,NSE
5126657,867PFCL33-N7,,NSE
5127169,892PFCL33-N8,,NSE
5127681,774IREDA31-N7,,NSE
5128193,735NABAR31-N1,,NSE
5128705,764NABAR31-N2,,NSE
5129473,SCLZC25C-NI,,NSE
5129985,SCLZC25D-NJ,,NSE
5130241,711HP30-SG,SDL HP 7.11% 2030,NSE
5130497,711HP28-SG,SDL HP 7.11% 2028,NSE
5131521,940SCL26A-NK,,NSE
5131777,872MMFSL26-N1,,NSE
5132289,9MMFSML-N2,,NSE
5132801,M&MFIN-N3,,NSE
5133313,740IIFCL33-N1,,NSE
5134337,866IIFC34B-N3,,NSE
5134849,891IIFCL34-N4,,NSE
5135617,990SCL26A-NL,,NSE
5136129,SASTASUNDR,SASTASUNDAR VENTURES,NSE
5136641,902SCL26A-NM,,NSE
5138177,INTENTECH,INTENSE TECHNOLOGIES,NSE
5138433,INFRABEES,NIP IND ETF INFRA BEES,NSE
5139201,948SCL26A-NN,,NSE
5140993,SCLZC26D-NO,,NSE
5142529,SCLZC26E-NP,,NSE
5143041,CPCAP-BE,CP CAPITAL,NSE
5143553,TASTYBITE,TASTY BITE EATABLES,NSE
5144065,965SCL28A-NQ,,NSE
5145345,710GJ30-SG,SDL GJ 7.10% 2030,NSE
5145601,711AS30-SG,SDL AS 7.11% 2030,NSE
5146113,1015SCL28-NR,,NSE
5146625,925SCL28A-NS,,NSE
5147137,971SCL28A-NT,,NSE
5147649,718HP32-SG,SDL HP 7.18% 2032,NSE
5147905,718BR30-SG,SDL BR 7.18% 2030,NSE
5148161,GREENPOWER,ORIENT GREEN POWER CO,NSE
5148417,1050SCL30-NU,,NSE
5149697,1003SCL30A-NV,,NSE
5150209,1075SCL33B-NW,,NSE
5150721,980SCL33-NX,,NSE
5152001,925SCL25G-NY,,NSE
5153281,965SCL25F-NZ,,NSE
5154305,RAMKY,RAMKY INFRA,NSE
5154817,732GS2030-GS,GOI LOAN  7.32% 2030,NSE
5156097,BABAFP-SM,BABA FOOD PROCESSING,NSE
5157377,718AS30-SG,SDL AS 7.18% 2030,NSE
5157633,719AP34-SG,SDL AP 7.19% 2034,NSE
5157889,69GA30-SG,SDL GA 6.9% 2030,NSE
5158657,725GR2028-GS,GOI LOAN   7.25% 2028,NSE
5158913,ASKAUTOLTD,ASK AUTOMOTIVE,NSE
5159425,69KA30-SG,SDL KA 6.9% 2030,NSE
5159681,69AS30-SG,SDL AS 6.9% 2030,NSE
5160705,ARIHANTSUP,ARIHANT SUPERSTRUCT,NSE
5160961,CANTABIL,CANTABIL RETAIL,NSE
5163521,ROXHITECH-ST,ROX HI TECH,NSE
5163777,77GA33B-SG,SDL GA 7.7% 2033,NSE
5164033,77MH33A-SG,SDL MH 7.7% 2033,NSE
5164289,77MH34A-SG,SDL MH 7.7% 2034,NSE
5165569,AKSHARCHEM,AKSHARCHEM INDIA,NSE
5165825,773UP34-SG,SDL UP 7.73% 2034,NSE
5166081,773UP35-SG,SDL UP 7.73% 2035,NSE
5166593,ASHOKA,ASHOKA BUILDCON,NSE
5166849,772AP38-SG,SDL AP 7.72% 2038,NSE
5167105,774HP38-SG,SDL HP 7.74% 2038,NSE
5168129,WABAG,VA TECH WABAG,NSE
5168385,773TS40-SG,SDL TS 7.73% 2040,NSE
5168641,769AP42-SG,SDL AP 7.69% 2042,NSE
5170177,BEDMUTHA,BEDMUTHA INDUST,NSE
5170433,76JK53A-SG,SDL JK 7.6% 2053,NSE
5171969,URJA,URJA GLOBAL,NSE
5174529,SUNREST-SM,SUNREST LIFESCIENCE,NSE
5175809,750GA30-SG,SDL GA 7.50% 2030,NSE
5176065,780HR30-SG,SDL HR 7.80% 2030,NSE
5176321,768UP34A-SG,SDL UP 7.68% 2034,NSE
5176577,77UP35-SG,SDL UP 7.7% 2035,NSE
5176833,767KA36-SG,SDL KA 7.67% 2036,NSE
5177089,CLEDUCATE,CL EDUCATE,NSE
5177345,JWL,JUPITER WAGONS,NSE
5177601,768TS37-SG,SDL TS 7.68% 2037,NSE
5177857,77BR38-SG,SDL BR 7.7% 2038,NSE
5178881,756JK48-SG,SDL JK 7.56% 2048,NSE
5179137,766ML32-SG,SDL ML 7.66% 2032,NSE
5180929,765GA33-SG,SDL GA 7.65% 2033,NSE
5181441,765HR33B-SG,SDL HR 7.65% 2033,NSE
5181953,OBEROIRLTY,OBEROI REALTY,NSE
5182209,767NL33B-SG,SDL NL 7.67% 2033,NSE
5182465,768AR33-SG,SDL AR 7.68% 2033,NSE
5185793,ESILVER,EDELAMC - ESILVER,NSE
5186817,IREDA,INDIAN RENEWABLE ENERGY,NSE
5190913,745GJ30-SG,SDL GJ 7.45% 2030,NSE
5191169,750AS30-SG,SDL AS 7.50% 2030,NSE
5191425,657GJ29-SG,SDL GJ 6.57% 2029,NSE
5191681,658AP30-SG,SDL AP 6.58% 2030,NSE
5193729,658KA30-SG,SDL KA 6.58% 2030,NSE
5194753,ROCKINGDCE-ST,ROCKINGDEALS CIRCU ECO L,NSE
5195009,TATATECH,TATA TECHNOLOGIES,NSE
5195777,SHAH,SHAH METACORP,NSE
5197313,PRESTIGE,PRESTIGE ESTATE,NSE
5197569,GANDHAR,GANDHAR OIL REFINE IND L,NSE
5199105,718AP28-SG,SDL AP 7.18% 2028,NSE
5199361,717HR29-SG,SDL HR 7.17% 2029,NSE
5199617,718AS29-SG,SDL AS 7.18% 2029,NSE
5199873,72JK29-SG,SDL JK 7.2% 2029,NSE
5200129,709KA30-SG,SDL KA 7.09% 2030,NSE
5200385,NRAIL,N R AGARWAL INDS,NSE
5202177,SHANKARA,SHANKARA BLDG PRODUCT,NSE
5202433,FEDFINA,FEDBANK FINANCIAL SER L,NSE
5202689,RESPONIND,RESPONSIVE INDUSTRIES,NSE
5204225,CGCL,CAPRI GLOBAL CAPITAL,NSE
5205761,768TN30B-SG,SDL TN 7.68% 2030,NSE
5207553,774CG31-SG,SDL CG 7.74% 2031,NSE
5208065,771HR33-SG,SDL HR 7.71% 2033,NSE
5208833,774RJ33-SG,SDL RJ 7.74% 2033,NSE
5209089,775GA33-SG,SDL GA 7.75% 2033,NSE
5209345,775UP33-SG,SDL UP 7.75% 2033,NSE
5209601,773KA34-SG,SDL KA 7.73% 2034,NSE
5209857,775UP34-SG,SDL UP 7.75% 2034,NSE
5210113,774TS35-SG,SDL TS 7.74% 2035,NSE
5210369,775HR35A-SG,SDL HR 7.75% 2035,NSE
5210625,775RJ35-SG,SDL RJ 7.75% 2035,NSE
5210881,777AP35-SG,SDL AP 7.77% 2035,NSE
5211137,779PN36-SG,SDL PN 7.79% 2036,NSE
5211393,776MP37A-SG,SDL MP 7.76% 2037,NSE
5211649,720AS30-SG,SDL AS 7.20% 2030,NSE
5211905,704GJ30-SG,SDL GJ 7.04% 2030,NSE
5212161,779PN37-SG,SDL PN 7.79% 2037,NSE
5212417,777MN38-SG,SDL MN 7.77% 2038,NSE
5212673,771WB41-SG,SDL WB 7.71% 2041,NSE
5212929,771WB43-SG,SDL WB 7.71% 2043,NSE
5213185,771KL43-SG,SDL KL 7.71% 2043,NSE
5213441,774JK43-SG,SDL JK 7.74% 2043,NSE
5213697,764RJ49-SG,SDL RJ 7.64% 2049,NSE
5213953,758GJ26-SG,SDL GJ 7.58% 2026,NSE
5214209,765GJ29A-SG,SDL GJ 7.65% 2029,NSE
5215233,FLAIR,FLAIR WRITING INDUST,NSE
5215745,COALINDIA,COAL INDIA,NSE
5219841,77AP29A-SG,SDL AP 7.7% 2029,NSE
5220097,773AP32A-SG,SDL AP 7.73% 2032,NSE
5220353,769KA33A-SG,SDL KA 7.69% 2033,NSE
5220609,772HR33-SG,SDL HR 7.72% 2033,NSE
5220865,774RJ33A-SG,SDL RJ 7.74% 2033,NSE
5221121,778NL33-SG,SDL NL 7.78% 2033,NSE
5221377,772KA35-SG,SDL KA 7.72% 2035,NSE
5221633,777PN36-SG,SDL PN 7.77% 2036,NSE
5221889,771AP37A-SG,SDL AP 7.71% 2037,NSE
5222145,772WB37-SG,SDL WB 7.72% 2037,NSE
5222401,781MZ37-SG,SDL MZ 7.81% 2037,NSE
5222657,774BR38-SG,SDL BR 7.74% 2038,NSE
5222913,764JK50-SG,SDL JK 7.64% 2050,NSE
5224705,CBAZAAR-ST,NET AVENUE TECHNOLOGIES L,NSE
5225729,IOLCP,IOL CHEM AND PHARMA,NSE
5225985,MARINETRAN-ST,MARINETRANS INDIA,NSE
5226241,SHEETAL-SM,SHEETAL UNIVERSAL,NSE
5229313,888IHFL25F-NC,,NSE
5229825,NACLIND-BE,NACL INDUSTRIES,NSE
5230849,CIFCZC25-ND,,NSE
5231361,850CIFCL26-NE,,NSE
5231873,CIFCZC26-NF,,NSE
5233409,860CIFCL28-NG,,NSE
5233921,CIFCZC28-NH,,NSE
5234689,724GR2033-GS,GOI LOAN 7.24% 2033,NSE
5235969,APCL,ANJANI PORTLAND CEM,NSE
5236225,GRAPHISAD-SM,GRAPHISADS,NSE
5240321,767TN30-SG,SDL TN 7.67% 2030,NSE
5240833,771AP31-SG,SDL AP 7.71% 2031,NSE
5241601,771HR33A-SG,SDL HR 7.71% 2033,NSE
5241857,774AS33A-SG,SDL AS 7.74% 2033,NSE
5242113,772KA35A-SG,SDL KA 7.72% 2035,NSE
5242369,771KA36-SG,SDL KA 7.71% 2036,NSE
5242625,766GJ30A-SG,SDL GJ 7.66% 2030,NSE
5242881,77TS38-SG,SDL TS 7.7% 2038,NSE
5243137,WIPL,THE WESTERN INDIA PLY,NSE
5243393,77AP38-SG,SDL AP 7.7% 2038,NSE
5243649,763JK53A-SG,SDL JK 7.63% 2053,NSE
5244929,ACCENTMIC-SM,ACCENT MICROCELL,NSE
5247489,PRESSTONIC-SM,PRESSTONIC ENGINEERING L,NSE
5248769,ASLIND-ST,ASL INDUSTRIES,NSE
5252609,720AR30-SG,SDL AR 7.20% 2030,NSE
5252865,724HR29-SG,SDL HR 7.24% 2029,NSE
5254913,PRUDMOULI,PRUDENTIAL SUGAR CORPORAT,NSE
5255937,BAJEL,BAJEL PROJECTS,NSE
5256193,AXISGOLD,AXIS MF - AXIS GOLD ETF,NSE
5256705,GRAVITA,GRAVITA INDIA,NSE
5258753,SJLOGISTIC-SM,S J LOGISTICS (INDIA),NSE
5259777,715GA30-SG,SDL GA 7.15% 2030,NSE
5260033,BBNPPGOLD,BARODABNP - BBNPPGOLD,NSE
5261057,DOMS,DOMS INDUSTRIES,NSE
5262337,INDIASHLTR,INDIA SHELTER FIN CORP L,NSE
5263361,DOLLAR,DOLLAR INDUSTRIES,NSE
5265921,764AR30-SG,SDL AR 7.64% 2030,NSE
5266177,764GA30-SG,SDL GA 7.64% 2030,NSE
5266433,635AP27-SG,SDL AP 6.35% 2027,NSE
5266689,717KA29-SG,SDL KA 7.17% 2029,NSE
5266945,72AP30-SG,SDL AP 7.2% 2030,NSE
5267201,721AP31-SG,SDL AP 7.21% 2031,NSE
5270017,810ABHF28-N0,,NSE
5270529,802ABHF28-N1,,NSE
5271041,803ABHF27-N2,,NSE
5272321,813ABHF28-N3,,NSE
5273089,658GA30-SG,SDL GA 6.58% 2030,NSE
5273345,690AP27-SG,SDL AP 6.90% 2027,NSE
5273601,670AP26-SG,SDL AP 6.70% 2026,NSE
5273857,644GJ29-SG,SDL GJ 6.44% 2029,NSE
5274369,SHREEOSFM-SM,SHREE OSFM E-MOBILITY,NSE
5275393,INOXINDIA,INOX INDIA,NSE
5276673,850TPL26-N0,,NSE
5277185,847TPL26-N1,,NSE
5277697,SUPERHOUSE,SUPERHOUSE,NSE
5277953,820TPL26-N2,,NSE
5278977,PENIND,PENNAR INDUSTRIES,NSE
5279233,TPL26-N3,,NSE
5280769,843TPL26-N4,,NSE
5283329,92LTF29-N4,,NSE
5284353,JINDWORLD,JINDAL WORLDWIDE,NSE
5284609,935LTF29-N5,,NSE
5285889,884LTF29-N6,,NSE
5287169,655AS30-SG,SDL AS 6.55% 2030,NSE
5287425,65AP30-SG,SDL AP 6.5% 2030,NSE
5287681,898LTF29-N7,,NSE
5290497,656AP31-SG,SDL AP 6.56% 2031,NSE
5290753,714GA30-SG,SDL GA 7.14% 2030,NSE
5291777,885LTF27-NE,,NSE
5295873,905LTF27-NF,,NSE
5296385,852LTF27-NG,,NSE
5296897,87LTF27-NH,,NSE
5298177,718GJ30-SG,SDL GJ 7.18% 2030,NSE
5298689,SCHAND,S CHAND AND COMPANY,NSE
5302529,85LTF26-NM,,NSE
5303041,865LTF26-NN,,NSE
5304833,754AS28A-SG,SDL AS 7.54% 2028,NSE
5305345,755GJ31-SG,SDL GJ 7.55% 2031,NSE
5307137,763ML32-SG,SDL ML 7.63% 2032,NSE
5307393,762UP33-SG,SDL UP 7.62% 2033,NSE
5307649,763GA33-SG,SDL GA 7.63% 2033,NSE
5307905,763AR33-SG,SDL AR 7.63% 2033,NSE
5308161,762UP34-SG,SDL UP 7.62% 2034,NSE
5308673,706AP30-SG,SDL AP 7.06% 2030,NSE
5308929,765HP35-SG,SDL HP 7.65% 2035,NSE
5309185,762KL38-SG,SDL KL 7.62% 2038,NSE
5309441,76KA38-SG,SDL KA 7.6% 2038,NSE
5309697,763BR38-SG,SDL BR 7.63% 2038,NSE
5309953,761HP38-SG,SDL HP 7.61% 2038,NSE
5310209,763WB38-SG,SDL WB 7.63% 2038,NSE
5310465,764KA39-SG,SDL KA 7.64% 2039,NSE
5310721,758TS41-SG,SDL TS 7.58% 2041,NSE
5310977,771JK48-SG,SDL JK 7.71% 2048,NSE
5311233,815SHFL25-N0,,NSE
5311745,878MFL27-NH,,NSE
5312257,885MFL28-NI,,NSE
5312769,771HDFCB33-N0,,NSE
5315073,921ISFL25-N0,,NSE
5315585,RPPINFRA-BE,R.P.P INFRA PROJECTS,NSE
5316353,960ISFL25-N1,,NSE
5316865,957ISFL26-N2,,NSE
5317377,10ISFL26-N3,,NSE
5317633,715AP31-SG,SDL AP 7.15% 2031,NSE
5317889,715AP32-SG,SDL AP 7.15% 2032,NSE
5318145,705AS30-SG,SDL AS 7.05% 2030,NSE
5318401,712HR40-SG,SDL HR 7.12% 2040,NSE
5318657,BHAGYANGR,BHAGYANAGAR INDIA,NSE
5319169,JAMNAAUTO,JAMNA AUTO IND,NSE
5319425,1003ISFL28-N4,,NSE
5320705,1050ISFL28-N5,,NSE
5321217,80409TCH27-NC,,NSE
5321729,MOTISONS,MOTISONS JEWELLERS,NSE
5323777,707JK30-SG,SDL JK 7.07% 2030,NSE
5324033,708KA31-SG,SDL KA 7.08% 2031,NSE
5329153,IRBINVIT-IV,IRB INVIT FUND,NSE
5330433,SURAJEST,SURAJ ESTATE DEVELOPERS L,NSE
5331201,HUDCO,HSG & URBAN DEV CORPN,NSE
5332481,MOIL,MOIL,NSE
5332737,MUTHOOTMF,MUTHOOT MICROFIN,NSE
5335297,765NBFID38-N0,,NSE
5335809,779SIDBI27-N0,,NSE
5336065,72HP35-SG,SDL HP 7.2% 2035,NSE
5336321,716KA30-SG,SDL KA 7.16% 2030,NSE
5336577,717HP30-SG,SDL HP 7.17% 2030,NSE
5337089,768IREDA33-N8,,NSE
5337345,717HR30-SG,SDL HR 7.17% 2030,NSE
5337601,722AS30-SG,SDL AS 7.22% 2030,NSE
5337857,702AS30-SG,SDL AS 7.02% 2030,NSE
5338113,ZEELEARN,ZEE LEARN,NSE
5338625,HAPPYFORGE,HAPPY FORGINGS,NSE
5339649,695HP34-SG,SDL HP 6.95% 2034,NSE
5339905,695HP33-SG,SDL HP 6.95% 2033,NSE
5340161,696HR40-SG,SDL HR 6.96% 2040,NSE
5340417,699AR30-SG,SDL AR 6.99% 2030,NSE
5340673,699GA30-SG,SDL GA 6.99% 2030,NSE
5340929,702AP30-SG,SDL AP 7.02% 2030,NSE
5341185,697KA28-SG,SDL KA 6.97% 2028,NSE
5344513,PSPPROJECT,PSP PROJECTS,NSE
5344769,MUFTI,CREDO BRANDS MARKETING L,NSE
5346817,GANGOTRI-BZ,GANGOTRI TEXTILES,NSE
5348609,RBZJEWEL-BE,RBZ JEWELLERS,NSE
5350913,EFORCE-ST,ELECTRO FORCE (INDIA),NSE
5351169,813PNBH33-N0,,NSE
5351681,AZAD,AZAD ENGINEERING,NSE
5351937,A2ZINFRA,A2Z INFRA ENGINEERING,NSE
5353473,697KA30-SG,SDL KA 6.97% 2030,NSE
5353729,672GA30-SG,SDL GA 6.72% 2030,NSE
5353985,672AP28-SG,SDL AP 6.72% 2028,NSE
5354241,722AS29-SG,SDL AS 7.22% 2029,NSE
5354497,722GA29-SG,SDL GA 7.22% 2029,NSE
5354753,724AS30-SG,SDL AS 7.24% 2030,NSE
5355009,717KA30-SG,SDL KA 7.17% 2030,NSE
